-5.858585834503173828e-01,1.191919207572937012e+00
-5.454545617103576660e-01,1.191919207572937012e+00
-5.050504803657531738e-01,1.191919207572937012e+00
-4.646464586257934570e-01,1.191919207572937012e+00
-4.242424368858337402e-01,1.191919207572937012e+00
-3.838383853435516357e-01,1.191919207572937012e+00
-3.434343338012695312e-01,1.191919207572937012e+00
-3.030303120613098145e-01,1.191919207572937012e+00
-2.626262605190277100e-01,1.191919207572937012e+00
-2.222222238779067993e-01,1.191919207572937012e+00
-1.818181872367858887e-01,1.191919207572937012e+00
-1.414141356945037842e-01,1.191919207572937012e+00
-1.010100990533828735e-01,1.191919207572937012e+00
-6.060606241226196289e-02,1.191919207572937012e+00
-2.020202018320560455e-02,1.191919207572937012e+00
2.020202018320560455e-02,1.191919207572937012e+00
6.060606241226196289e-02,1.191919207572937012e+00
1.010100990533828735e-01,1.191919207572937012e+00
1.414141356945037842e-01,1.191919207572937012e+00
1.818181872367858887e-01,1.191919207572937012e+00
2.222222238779067993e-01,1.191919207572937012e+00
2.626262605190277100e-01,1.191919207572937012e+00
3.030303120613098145e-01,1.191919207572937012e+00
3.434343338012695312e-01,1.191919207572937012e+00
3.838383853435516357e-01,1.191919207572937012e+00
4.242424368858337402e-01,1.191919207572937012e+00
4.646464586257934570e-01,1.191919207572937012e+00
5.050504803657531738e-01,1.191919207572937012e+00
5.454545617103576660e-01,1.191919207572937012e+00
5.858585834503173828e-01,1.191919207572937012e+00
6.262626051902770996e-01,1.191919207572937012e+00
6.666666865348815918e-01,1.191919207572937012e+00
7.070707082748413086e-01,1.191919207572937012e+00
7.474747300148010254e-01,1.191919207572937012e+00
7.878788113594055176e-01,1.191919207572937012e+00
8.282828330993652344e-01,1.191919207572937012e+00
8.686868548393249512e-01,1.191919207572937012e+00
9.090909361839294434e-01,1.191919207572937012e+00
9.494949579238891602e-01,1.191919207572937012e+00
9.898989796638488770e-01,1.191919207572937012e+00
1.030303001403808594e+00,1.191919207572937012e+00
1.070707082748413086e+00,1.191919207572937012e+00
1.111111164093017578e+00,1.191919207572937012e+00
1.151515126228332520e+00,1.191919207572937012e+00
1.191919207572937012e+00,1.191919207572937012e+00
1.232323288917541504e+00,1.191919207572937012e+00
1.272727251052856445e+00,1.191919207572937012e+00
1.313131332397460938e+00,1.191919207572937012e+00
1.353535294532775879e+00,1.191919207572937012e+00
1.393939375877380371e+00,1.191919207572937012e+00
1.434343457221984863e+00,1.191919207572937012e+00
1.474747419357299805e+00,1.191919207572937012e+00
1.515151500701904297e+00,1.191919207572937012e+00
1.555555582046508789e+00,1.191919207572937012e+00
1.595959544181823730e+00,1.191919207572937012e+00
1.636363625526428223e+00,1.191919207572937012e+00
1.676767706871032715e+00,1.191919207572937012e+00
1.717171669006347656e+00,1.191919207572937012e+00
1.757575750350952148e+00,1.191919207572937012e+00
1.797979831695556641e+00,1.191919207572937012e+00
1.838383793830871582e+00,1.191919207572937012e+00
1.878787875175476074e+00,1.191919207572937012e+00
1.919191956520080566e+00,1.191919207572937012e+00
1.959595918655395508e+00,1.191919207572937012e+00
2.000000000000000000e+00,1.191919207572937012e+00
-2.000000000000000000e+00,1.232323288917541504e+00
-1.959595918655395508e+00,1.232323288917541504e+00
-1.919191956520080566e+00,1.232323288917541504e+00
-1.878787875175476074e+00,1.232323288917541504e+00
-1.838383793830871582e+00,1.232323288917541504e+00
-1.797979831695556641e+00,1.232323288917541504e+00
-1.757575750350952148e+00,1.232323288917541504e+00
-1.717171669006347656e+00,1.232323288917541504e+00
-1.676767706871032715e+00,1.232323288917541504e+00
-1.636363625526428223e+00,1.232323288917541504e+00
-1.595959544181823730e+00,1.232323288917541504e+00
-1.555555582046508789e+00,1.232323288917541504e+00
-1.515151500701904297e+00,1.232323288917541504e+00
-1.474747419357299805e+00,1.232323288917541504e+00
-1.434343457221984863e+00,1.232323288917541504e+00
-1.393939375877380371e+00,1.232323288917541504e+00
-1.353535294532775879e+00,1.232323288917541504e+00
-1.313131332397460938e+00,1.232323288917541504e+00
-1.272727251052856445e+00,1.232323288917541504e+00
-1.232323288917541504e+00,1.232323288917541504e+00
-1.191919207572937012e+00,1.232323288917541504e+00
-1.151515126228332520e+00,1.232323288917541504e+00
-1.111111164093017578e+00,1.232323288917541504e+00
-1.070707082748413086e+00,1.232323288917541504e+00
-1.030303001403808594e+00,1.232323288917541504e+00
-9.898989796638488770e-01,1.232323288917541504e+00
-9.494949579238891602e-01,1.232323288917541504e+00
-9.090909361839294434e-01,1.232323288917541504e+00
-8.686868548393249512e-01,1.232323288917541504e+00
-8.282828330993652344e-01,1.232323288917541504e+00
-7.878788113594055176e-01,1.232323288917541504e+00
-7.474747300148010254e-01,1.232323288917541504e+00
-7.070707082748413086e-01,1.232323288917541504e+00
-6.666666865348815918e-01,1.232323288917541504e+00
-6.262626051902770996e-01,1.232323288917541504e+00
-5.858585834503173828e-01,1.232323288917541504e+00
-5.454545617103576660e-01,1.232323288917541504e+00
-5.050504803657531738e-01,1.232323288917541504e+00
-4.646464586257934570e-01,1.232323288917541504e+00
-4.242424368858337402e-01,1.232323288917541504e+00
-3.838383853435516357e-01,1.232323288917541504e+00
-3.434343338012695312e-01,1.232323288917541504e+00
-3.030303120613098145e-01,1.232323288917541504e+00
-2.626262605190277100e-01,1.232323288917541504e+00
-2.222222238779067993e-01,1.232323288917541504e+00
-1.818181872367858887e-01,1.232323288917541504e+00
-1.414141356945037842e-01,1.232323288917541504e+00
-1.010100990533828735e-01,1.232323288917541504e+00
-6.060606241226196289e-02,1.232323288917541504e+00
-2.020202018320560455e-02,1.232323288917541504e+00
2.020202018320560455e-02,1.232323288917541504e+00
6.060606241226196289e-02,1.232323288917541504e+00
1.010100990533828735e-01,1.232323288917541504e+00
1.414141356945037842e-01,1.232323288917541504e+00
1.818181872367858887e-01,1.232323288917541504e+00
2.222222238779067993e-01,1.232323288917541504e+00
2.626262605190277100e-01,1.232323288917541504e+00
3.030303120613098145e-01,1.232323288917541504e+00
3.434343338012695312e-01,1.232323288917541504e+00
3.838383853435516357e-01,1.232323288917541504e+00
4.242424368858337402e-01,1.232323288917541504e+00
4.646464586257934570e-01,1.232323288917541504e+00
5.050504803657531738e-01,1.232323288917541504e+00
5.454545617103576660e-01,1.232323288917541504e+00
5.858585834503173828e-01,1.232323288917541504e+00
6.262626051902770996e-01,1.232323288917541504e+00
6.666666865348815918e-01,1.232323288917541504e+00
7.070707082748413086e-01,1.232323288917541504e+00
7.474747300148010254e-01,1.232323288917541504e+00
7.878788113594055176e-01,1.232323288917541504e+00
8.282828330993652344e-01,1.232323288917541504e+00
8.686868548393249512e-01,1.232323288917541504e+00
9.090909361839294434e-01,1.232323288917541504e+00
9.494949579238891602e-01,1.232323288917541504e+00
9.898989796638488770e-01,1.232323288917541504e+00
1.030303001403808594e+00,1.232323288917541504e+00
1.070707082748413086e+00,1.232323288917541504e+00
1.111111164093017578e+00,1.232323288917541504e+00
1.151515126228332520e+00,1.232323288917541504e+00
1.191919207572937012e+00,1.232323288917541504e+00
1.232323288917541504e+00,1.232323288917541504e+00
1.272727251052856445e+00,1.232323288917541504e+00
1.313131332397460938e+00,1.232323288917541504e+00
1.353535294532775879e+00,1.232323288917541504e+00
1.393939375877380371e+00,1.232323288917541504e+00
1.434343457221984863e+00,1.232323288917541504e+00
1.474747419357299805e+00,1.232323288917541504e+00
1.515151500701904297e+00,1.232323288917541504e+00
1.555555582046508789e+00,1.232323288917541504e+00
1.595959544181823730e+00,1.232323288917541504e+00
1.636363625526428223e+00,1.232323288917541504e+00
1.676767706871032715e+00,1.232323288917541504e+00
1.717171669006347656e+00,1.232323288917541504e+00
1.757575750350952148e+00,1.232323288917541504e+00
1.797979831695556641e+00,1.232323288917541504e+00
1.838383793830871582e+00,1.232323288917541504e+00
1.878787875175476074e+00,1.232323288917541504e+00
1.919191956520080566e+00,1.232323288917541504e+00
1.959595918655395508e+00,1.232323288917541504e+00
2.000000000000000000e+00,1.232323288917541504e+00
-2.000000000000000000e+00,1.272727251052856445e+00
-1.959595918655395508e+00,1.272727251052856445e+00
-1.919191956520080566e+00,1.272727251052856445e+00
-1.878787875175476074e+00,1.272727251052856445e+00
-1.838383793830871582e+00,1.272727251052856445e+00
-1.797979831695556641e+00,1.272727251052856445e+00
-1.757575750350952148e+00,1.272727251052856445e+00
-1.717171669006347656e+00,1.272727251052856445e+00
-1.676767706871032715e+00,1.272727251052856445e+00
-1.636363625526428223e+00,1.272727251052856445e+00
-1.595959544181823730e+00,1.272727251052856445e+00
-1.555555582046508789e+00,1.272727251052856445e+00
-1.515151500701904297e+00,1.272727251052856445e+00
-1.474747419357299805e+00,1.272727251052856445e+00
-1.434343457221984863e+00,1.272727251052856445e+00
-1.393939375877380371e+00,1.272727251052856445e+00
-1.353535294532775879e+00,1.272727251052856445e+00
-1.313131332397460938e+00,1.272727251052856445e+00
-1.272727251052856445e+00,1.272727251052856445e+00
-1.232323288917541504e+00,1.272727251052856445e+00
-1.191919207572937012e+00,1.272727251052856445e+00
-1.151515126228332520e+00,1.272727251052856445e+00
-1.111111164093017578e+00,1.272727251052856445e+00
-1.070707082748413086e+00,1.272727251052856445e+00
-1.030303001403808594e+00,1.272727251052856445e+00
-9.898989796638488770e-01,1.272727251052856445e+00
-9.494949579238891602e-01,1.272727251052856445e+00
-9.090909361839294434e-01,1.272727251052856445e+00
-8.686868548393249512e-01,1.272727251052856445e+00
-8.282828330993652344e-01,1.272727251052856445e+00
-7.878788113594055176e-01,1.272727251052856445e+00
-7.474747300148010254e-01,1.272727251052856445e+00
-7.070707082748413086e-01,1.272727251052856445e+00
-6.666666865348815918e-01,1.272727251052856445e+00
-6.262626051902770996e-01,1.272727251052856445e+00
-5.858585834503173828e-01,1.272727251052856445e+00
-5.454545617103576660e-01,1.272727251052856445e+00
-5.050504803657531738e-01,1.272727251052856445e+00
-4.646464586257934570e-01,1.272727251052856445e+00
-4.242424368858337402e-01,1.272727251052856445e+00
-3.838383853435516357e-01,1.272727251052856445e+00
-3.434343338012695312e-01,1.272727251052856445e+00
-3.030303120613098145e-01,1.272727251052856445e+00
-2.626262605190277100e-01,1.272727251052856445e+00
-2.222222238779067993e-01,1.272727251052856445e+00
-1.818181872367858887e-01,1.272727251052856445e+00
-1.414141356945037842e-01,1.272727251052856445e+00
-1.010100990533828735e-01,1.272727251052856445e+00
-6.060606241226196289e-02,1.272727251052856445e+00
-2.020202018320560455e-02,1.272727251052856445e+00
2.020202018320560455e-02,1.272727251052856445e+00
6.060606241226196289e-02,1.272727251052856445e+00
1.010100990533828735e-01,1.272727251052856445e+00
1.414141356945037842e-01,1.272727251052856445e+00
1.818181872367858887e-01,1.272727251052856445e+00
2.222222238779067993e-01,1.272727251052856445e+00
2.626262605190277100e-01,1.272727251052856445e+00
3.030303120613098145e-01,1.272727251052856445e+00
3.434343338012695312e-01,1.272727251052856445e+00
3.838383853435516357e-01,1.272727251052856445e+00
4.242424368858337402e-01,1.272727251052856445e+00
4.646464586257934570e-01,1.272727251052856445e+00
5.050504803657531738e-01,1.272727251052856445e+00
5.454545617103576660e-01,1.272727251052856445e+00
5.858585834503173828e-01,1.272727251052856445e+00
6.262626051902770996e-01,1.272727251052856445e+00
6.666666865348815918e-01,1.272727251052856445e+00
7.070707082748413086e-01,1.272727251052856445e+00
7.474747300148010254e-01,1.272727251052856445e+00
7.878788113594055176e-01,1.272727251052856445e+00
8.282828330993652344e-01,1.272727251052856445e+00
8.686868548393249512e-01,1.272727251052856445e+00
9.090909361839294434e-01,1.272727251052856445e+00
9.494949579238891602e-01,1.272727251052856445e+00
9.898989796638488770e-01,1.272727251052856445e+00
1.030303001403808594e+00,1.272727251052856445e+00
1.070707082748413086e+00,1.272727251052856445e+00
1.111111164093017578e+00,1.272727251052856445e+00
1.151515126228332520e+00,1.272727251052856445e+00
1.191919207572937012e+00,1.272727251052856445e+00
1.232323288917541504e+00,1.272727251052856445e+00
1.272727251052856445e+00,1.272727251052856445e+00
1.313131332397460938e+00,1.272727251052856445e+00
1.353535294532775879e+00,1.272727251052856445e+00
1.393939375877380371e+00,1.272727251052856445e+00
1.434343457221984863e+00,1.272727251052856445e+00
1.474747419357299805e+00,1.272727251052856445e+00
1.515151500701904297e+00,1.272727251052856445e+00
1.555555582046508789e+00,1.272727251052856445e+00
1.595959544181823730e+00,1.272727251052856445e+00
1.636363625526428223e+00,1.272727251052856445e+00
1.676767706871032715e+00,1.272727251052856445e+00
1.717171669006347656e+00,1.272727251052856445e+00
1.757575750350952148e+00,1.272727251052856445e+00
1.797979831695556641e+00,1.272727251052856445e+00
1.838383793830871582e+00,1.272727251052856445e+00
1.878787875175476074e+00,1.272727251052856445e+00
1.919191956520080566e+00,1.272727251052856445e+00
1.959595918655395508e+00,1.272727251052856445e+00
2.000000000000000000e+00,1.272727251052856445e+00
-2.000000000000000000e+00,1.313131332397460938e+00
-1.959595918655395508e+00,1.313131332397460938e+00
-1.919191956520080566e+00,1.313131332397460938e+00
-1.878787875175476074e+00,1.313131332397460938e+00
-1.838383793830871582e+00,1.313131332397460938e+00
-1.797979831695556641e+00,1.313131332397460938e+00
-1.757575750350952148e+00,1.313131332397460938e+00
-1.717171669006347656e+00,1.313131332397460938e+00
-1.676767706871032715e+00,1.313131332397460938e+00
-1.636363625526428223e+00,1.313131332397460938e+00
-1.595959544181823730e+00,1.313131332397460938e+00
-1.555555582046508789e+00,1.313131332397460938e+00
-1.515151500701904297e+00,1.313131332397460938e+00
-1.474747419357299805e+00,1.313131332397460938e+00
-1.434343457221984863e+00,1.313131332397460938e+00
-1.393939375877380371e+00,1.313131332397460938e+00
-1.353535294532775879e+00,1.313131332397460938e+00
-1.313131332397460938e+00,1.313131332397460938e+00
-1.272727251052856445e+00,1.313131332397460938e+00
-1.232323288917541504e+00,1.313131332397460938e+00
-1.191919207572937012e+00,1.313131332397460938e+00
-1.151515126228332520e+00,1.313131332397460938e+00
-1.111111164093017578e+00,1.313131332397460938e+00
-1.070707082748413086e+00,1.313131332397460938e+00
-1.030303001403808594e+00,1.313131332397460938e+00
-9.898989796638488770e-01,1.313131332397460938e+00
-9.494949579238891602e-01,1.313131332397460938e+00
-9.090909361839294434e-01,1.313131332397460938e+00
-8.686868548393249512e-01,1.313131332397460938e+00
-8.282828330993652344e-01,1.313131332397460938e+00
-7.878788113594055176e-01,1.313131332397460938e+00
-7.474747300148010254e-01,1.313131332397460938e+00
-7.070707082748413086e-01,1.313131332397460938e+00
-6.666666865348815918e-01,1.313131332397460938e+00
-6.262626051902770996e-01,1.313131332397460938e+00
-5.858585834503173828e-01,1.313131332397460938e+00
-5.454545617103576660e-01,1.313131332397460938e+00
-5.050504803657531738e-01,1.313131332397460938e+00
-4.646464586257934570e-01,1.313131332397460938e+00
-4.242424368858337402e-01,1.313131332397460938e+00
-3.838383853435516357e-01,1.313131332397460938e+00
-3.434343338012695312e-01,1.313131332397460938e+00
-3.030303120613098145e-01,1.313131332397460938e+00
-2.626262605190277100e-01,1.313131332397460938e+00
-2.222222238779067993e-01,1.313131332397460938e+00
-1.818181872367858887e-01,1.313131332397460938e+00
-1.414141356945037842e-01,1.313131332397460938e+00
-1.010100990533828735e-01,1.313131332397460938e+00
-6.060606241226196289e-02,1.313131332397460938e+00
-2.020202018320560455e-02,1.313131332397460938e+00
2.020202018320560455e-02,1.313131332397460938e+00
6.060606241226196289e-02,1.313131332397460938e+00
1.010100990533828735e-01,1.313131332397460938e+00
1.414141356945037842e-01,1.313131332397460938e+00
1.818181872367858887e-01,1.313131332397460938e+00
